ID,Name,Macroarea,Latitude,Longitude,Glottocode,ISO639P3code,Glottolog_Name,Family,Concept_Count,Form_Count,Contribution_ID,Family_Name
1190,Bangime,Africa,14.8,-3.76,bang1363,dba,Bangime,bang1363,299,299,hantganbangime,Bangime
1191,Nanga,Africa,14.72,-3.02,nang1261,nzz,Nanga,dogo1299,299,299,hantganbangime,Dogon
1192,Embera Tadó,South America,5.23658,-77.1533,embe1261,tdc,Emberá-Tadó,choc1280,351,351,hubercolumbian,Chocoan
1193,Puinave,South America,3.92974,-67.6886,puin1248,pui,Puinave,puin1248,319,319,hubercolumbian,Puinave
1194,Maihiki,South America,-2.86315,-72.4926,orej1242,ore,Maijiki,tuca1253,301,301,huntergatherer,Tucanoan
1195,Amondawa,South America,-9.04023,-62.3064,amun1246,adw,Amundava,tupi1275,337,337,tuled,Tupian
1196,Namrei Bisai,,27.682796,92.700031,miji1239,,Miji,sino1245,302,302,abrahammonpa,Sino-Tibetan
1197,Ngaanyatjarra,Australia,-25.7514,127.602,ngaa1240,ntj,Ngaanyatjarra,pama1250,299,299,bowernpny,Pama-Nyungan
1198,Monpa Dirang Dum,Eurasia,27.334341,92.293734,tsha1245,tsj,Tshangla,sino1245,304,304,abrahammonpa,Sino-Tibetan
1199,Thalanyji,Australia,-22.196,114.937,dhal1245,dhl,Dhalandji,pama1250,298,298,bowernpny,Pama-Nyungan
1200,Carijona,South America,1.21894,-72.0664,cari1279,cbd,Carijona,cari1283,328,328,hubercolumbian,Cariban
1201,Ocaina,South America,-2.159,-72.1422,ocai1244,oca,Ocaina,huit1251,462,462,hubercolumbian,Huitotoan
1202,Asumboa,Papunesia,-11.2969,166.499,asum1237,aua,Asumboa,aust1307,309,309,tryonsolomon,Austronesian
1203,Bankan_Tey,Africa,15.07,-2.91,bank1259,dbw,Bankan Tey Dogon,dogo1299,296,296,hantganbangime,Dogon
1204,Perge_Tegu,Africa,14.85,-3.02,perg1234,,Perge Tegu,dogo1299,296,296,hantganbangime,Dogon
1205,Toro_Tegu,Africa,15.01,-2.4,toro1253,dtt,Toro Tegu Dogon,dogo1299,296,296,hantganbangime,Dogon
